Claimant Gender,Claimant Age,Claim Amount
Male,33,5993.22
Male,54,8405.81
Male,18,5088.57
Male,62,12584.28
Male,50,13592.71
Male,49,10968.97
Female,41,11255.15
Other,46,3932.79
Male,48,15200.67
Other,24,13251.98
Male,45,500.0
Male,29,2093.31
Male,63,15610.65
Male,46,2058.36
Male,41,9277.39
Male,53,13091.14
Male,18,4949.75
Female,33,6679.1
Male,46,8460.3
Male,38,7333.58
Male,51,6387.76
Male,37,7130.21
Male,38,5882.05
Male,49,10383.61
Female,34,8831.34
Female,43,6872.94
Male,53,500.0
Male,23,500.0
Female,56,500.0
Other,31,7599.2
Other,44,13692.17
Male,45,4089.64
Male,54,9443.02
Female,42,23241.13
Female,31,2495.67
Female,46,500.0
Male,28,6006.43
Male,34,1041.23
Male,35,622.53
Female,18,500.0
Male,47,9567.22
Female,48,10553.98
Female,29,1912.56
Female,34,11803.74
Female,37,500.0
Male,39,7102.71
Female,42,14233.74
Other,32,5276.24
Female,42,10633.85
Male,33,4231.2
Male,36,6352.45
Male,36,10460.54
Female,41,11516.06
Male,43,17396.71
Female,23,500.0
Female,36,500.0
Male,40,3087.96
Male,30,500.0
Female,48,7244.45
Female,22,4577.13
Female,46,500.0
Male,36,14861.9
Female,46,12269.27
Female,44,7340.74
Female,39,3360.7
Male,27,500.0
Male,60,5821.53
Female,54,8020.79
Female,29,9709.54
Male,28,7844.15
Male,49,11317.97
Female,39,20442.41
Female,34,12708.31
Female,42,10419.83
Male,44,3834.42
Male,65,14584.93
Male,49,1396.29
Female,62,12635.88
Male,40,4064.9
Male,42,8477.9
Female,42,7492.57
Male,25,4272.31
Female,50,11198.67
Other,40,2293.27
Female,43,18778.68
Female,30,949.82
Male,28,500.0
Male,52,500.0
Male,30,4407.97
Male,41,18490.93
Female,44,11787.62
Female,53,500.0
Female,31,9409.33
Other,30,953.38
Male,23,507.9
Female,23,500.0
Female,40,3539.11
Female,40,935.42
Male,54,500.0
Male,41,14355.35
Male,34,10419.07
Male,54,9143.94
Male,40,1642.55
Male,23,500.0
Female,26,500.0
Other,52,7089.65
Female,37,6109.49
Male,32,7789.86
Male,58,1335.65
Male,18,500.0
Female,41,6315.48
Male,32,3686.31
Female,34,7962.47
Female,51,11392.63
Female,49,11505.06
Male,36,3473.66
Female,36,6433.66
Female,60,11392.57
Male,51,6317.88
Male,46,3399.81
Male,66,10405.6
Female,34,3133.35
Other,27,500.0
Male,39,4624.2
Male,25,500.0
Male,40,500.0
Male,32,15486.21
Female,49,12840.67
Male,30,1817.57
Female,36,500.0
Female,21,2136.2
Male,24,1167.0
Male,37,500.0
Female,39,13780.71
Male,51,8367.35
Female,43,8778.33
Other,38,4193.37
Female,40,2380.72
Female,18,7836.43
Male,42,14699.91
Male,32,5277.16
Female,43,9694.9
Female,27,7365.55
Male,38,3764.07
Male,53,8590.24
Other,50,7865.76
Female,35,5361.42
Female,49,9581.19
Female,38,8928.13
Male,42,500.0
Other,22,500.0
Male,30,500.0
Female,50,500.0
Male,48,500.0
Male,47,7187.51
Male,42,5297.03
Female,35,7070.02
Male,30,6115.56
Other,53,7518.61
Female,41,500.0
Male,34,5281.86
Other,64,19541.5
Male,33,11952.36
Female,39,500.0
Male,49,8726.82
Male,29,10656.7
Male,30,15806.17
Male,49,15355.84
Other,42,700.25
Female,53,9777.43
Female,29,500.0
Female,41,10358.14
Male,24,2920.13
Male,45,7948.03
Male,55,500.0
Other,21,6097.98
Female,27,13834.61
Male,31,4802.83
Male,29,11738.54
Male,48,13746.31
Female,19,4568.81
Female,33,8241.55
Male,28,500.0
Male,23,2115.63
Female,50,9197.08
Female,22,1411.29
Other,43,5203.68
Other,42,9062.14
Male,29,3232.43
Male,30,5924.07
Male,45,10612.04
Other,33,1735.25
Male,38,10078.97
Female,31,9285.5
Male,51,500.0
Female,55,12522.27
Male,21,5624.33
Male,25,10819.01
Male,57,4554.9
Female,46,10721.16
Female,61,16384.31
Female,41,4665.46
Male,34,14810.04
Male,39,8415.35
Female,36,6028.68
Female,48,7947.23
Other,18,3576.54
Other,30,1904.89
Male,18,1017.92
Female,42,2754.47
Male,18,4524.72
Male,28,7103.16
Female,41,11363.0
Female,37,12787.88
Male,58,10705.68
Male,29,3626.71
Other,44,8057.9
Male,46,12119.58
Female,43,8350.42
Female,48,500.0
Female,31,8168.99
Male,51,500.0
Male,43,4545.27
Female,53,15328.9
Other,39,10813.38
Male,52,9852.67
Other,29,2288.9
Male,47,6672.14
Male,32,8217.96
Female,44,9532.69
Female,43,6350.83
Female,51,9591.36
Male,44,11876.92
Female,56,8118.48
Female,28,7135.45
Male,27,14083.57
Female,39,7463.02
Female,54,21338.3
Male,44,7631.66
Male,28,500.0
Male,44,1906.29
Male,34,500.0
Female,33,15306.38
Female,36,11567.27
Male,45,12323.06
Male,18,11799.95
Female,34,500.0
Female,29,8944.98
Female,56,16360.32
Female,36,5009.96
Female,26,6287.83
Other,58,3747.7
Female,41,4263.95
Other,35,500.0
Female,36,2272.37
Male,32,500.0
Male,32,953.2
Male,47,8678.13
Male,41,8160.55
Female,36,10023.49
Other,42,10515.1
Female,49,3618.78
Female,53,12466.68
Male,46,4026.24
Male,28,11861.6
Female,52,19692.18
Other,52,8945.7
Female,34,2708.56
Female,52,17183.84
Female,40,2784.78
Female,46,6685.83
Female,61,17193.45
Other,31,1741.31
Female,29,6828.03
Female,41,500.0
Male,30,3758.88
Male,48,13391.59
Male,26,7671.13
Female,39,15448.03
Male,29,6135.04
Female,44,4268.43
Male,32,7585.71
Female,47,7307.57
Female,37,10301.08
Female,40,500.0
Other,38,11362.25
Male,36,500.0
Female,44,9770.47
Male,49,8994.24
Male,58,6584.16
Female,33,19242.96
Other,43,2873.96
Female,49,3977.51
Male,55,7002.63
Female,51,5461.46
Female,32,500.0
Male,39,9782.0
Other,67,12466.52
Male,39,4958.04
Other,39,6580.58
Male,50,6622.85
Female,34,13297.69
Female,29,4171.26
Female,18,500.0
Female,26,9742.53
Female,47,7892.94
Male,34,500.0
Male,39,7844.01
Female,30,6759.83
Female,51,5869.1
Male,55,8259.1
Female,47,9060.77
Male,39,5148.48
Female,34,6279.06
Other,50,7693.7
Male,48,15360.73
Male,38,1890.56
Female,47,11695.23
Female,33,19195.69
Female,28,11422.93
Male,51,9448.48
Female,36,6676.9
Other,37,11067.26
Female,46,7179.57
Male,33,4277.01
Female,40,10487.99
Other,53,4227.91
Female,46,4139.75
Male,43,5232.19
Male,43,7483.62
Male,18,500.0
Female,42,9794.5
Male,62,14387.87
Male,28,500.0
Female,29,500.0
Female,32,6228.22
Other,25,4643.18
Male,39,10180.09
Male,36,579.49
Female,44,13073.4
Other,51,3932.85
Female,28,9443.35
Male,42,7987.5
Male,41,689.82
Female,42,2180.09
Male,32,12915.56
Male,37,983.16
Male,32,7460.74
Male,39,13295.55
Other,40,4217.37
Female,42,15593.13
Female,56,9344.68
Female,32,500.0
Male,51,7330.95
Male,38,8981.74
Female,35,8690.5
Male,35,6949.4
Male,39,6278.22
Male,37,8070.2
Female,66,5815.21
Male,46,8074.58
Male,56,2981.42
Male,29,11784.05
Male,41,9400.83
Male,64,12709.97
Male,44,4027.52
Male,40,4663.59
Other,70,12632.24
Male,35,4333.22
Male,47,500.0
Female,48,1676.68
Female,47,12522.66
Male,58,8279.74
Female,30,551.61
Male,27,1975.68
Female,37,5187.83
Male,33,10875.06
Male,54,7377.26
Male,36,7571.22
Female,38,500.0
Female,46,10966.91
Female,46,500.0
Female,38,6450.77
Female,44,25003.47
Female,29,3287.23
Other,35,4405.62
Male,41,5972.54
Female,29,5112.93
Female,56,13336.48
Male,34,841.09
Female,51,15606.99
Female,42,11627.03
Female,50,7666.59
Female,56,5489.11
Female,35,7495.26
Other,35,5025.74
Female,37,14199.3
Male,35,5166.77
Female,24,2715.81
Female,37,8221.61
Female,42,16822.63
Male,18,12049.75
Other,41,3208.08
Male,58,8284.25
Male,53,12797.42
Other,30,1722.75
Female,42,12085.02
Male,38,10137.31
Male,34,9503.39
Female,39,6682.77
Female,64,500.0
Male,36,1856.67
Female,42,7955.44
Other,34,9585.44
Female,25,5147.75
Female,24,8402.75
Female,53,3619.29
Male,36,500.0
Other,51,8799.76
Other,44,500.0
Male,38,13309.48
Male,41,1491.81
Male,38,3943.89
Other,36,500.0
Male,72,10402.3
Female,44,6449.0
Male,32,500.0
Male,36,3267.89
Male,31,10318.66
Male,52,500.0
Male,30,7769.43
Male,26,7207.3
Female,31,9430.08
Female,59,8848.53
Male,44,4316.38
Female,44,500.0
Male,38,2606.06
Other,48,14131.49
Female,53,7380.23
Male,37,500.0
Female,49,15583.82
Male,55,15036.52
Other,65,7028.21
Female,26,4161.04
Other,26,2179.48
Male,18,12680.4
Female,48,18597.19
Female,56,13560.6
Female,26,8051.24
Other,52,3015.19
Female,71,17057.18
Female,41,16280.1
Other,36,2495.76
Female,51,12195.1
Female,32,7765.72
Other,36,12114.59
Other,29,8429.24
Male,29,971.33
Male,54,4442.03
Female,41,13850.23
Other,53,8522.62
Female,42,12118.09
Male,21,9237.75
Female,43,11994.94
Female,25,10086.48
Female,31,6358.16
Other,41,7740.08
Other,25,500.0
Female,33,12841.69
Male,36,10911.3
Female,40,13012.38
Male,63,16243.82
Female,46,8017.22
Female,33,8924.59
Female,42,12303.2
Male,37,5810.18
Female,53,10818.94
Male,50,7655.61
Male,56,3569.36
Other,61,3284.25
Female,68,3303.0
Female,43,6182.57
Male,43,18314.14
Other,32,5095.73
Male,25,2074.28
Female,38,6858.79
Female,50,14076.36
Female,37,11375.85
Female,20,16440.94
Female,43,2733.24
Female,48,10038.19
Male,28,20091.69
Female,23,500.0
Male,28,8189.95
Male,52,14486.6
Male,43,2151.45
Female,40,11429.55
Other,43,9967.35
Other,46,4627.92
Male,18,13612.68
Male,31,6667.74
Male,59,6013.35
Female,36,13177.13
Other,18,2841.28
Female,55,14019.81
Male,23,6122.69
Male,23,7026.49
Female,40,11873.13
Female,53,18746.33
Male,53,3208.56
Male,26,11155.48
Female,23,14979.95
Male,32,8043.41
Male,45,2216.64
Female,55,10718.42
Male,64,3483.78
Female,53,4353.84
Male,45,20109.87
Female,66,15883.81
Male,42,12445.67
Male,38,7236.54
Female,19,7243.21
Female,58,16867.89
Female,49,3727.5
Male,43,9610.13
Male,27,4590.58
Male,36,14782.77
Other,31,8971.26
Male,28,3536.21
Female,49,500.0
Male,41,10453.93
Female,35,4386.02
Other,33,5508.2
Female,25,9037.4
Female,51,19482.23
Female,38,4616.99
Male,18,3460.69
Male,29,12663.42
Female,51,1611.42
Female,49,6449.4
Male,49,7329.17
Male,20,1365.15
Male,43,5346.95
Male,38,3792.48
Male,20,665.0
Female,39,9899.05
Male,27,1531.92
Female,42,10949.88
Female,25,4095.71
Male,40,2186.87
Female,25,5022.93
Female,41,8247.03
Male,19,4408.2
Male,24,6117.42
Female,39,4979.45
Female,45,4482.57
Other,49,9490.6
Male,50,500.0
Male,34,7097.9
Male,62,500.0
Female,46,15281.08
Female,41,500.0
Male,32,14732.43
Male,45,6962.56
Other,31,4002.9
Male,42,9884.91
Male,45,12664.24
Female,29,500.0
Male,50,10621.46
Male,40,500.0
Female,19,2431.78
Male,33,3587.57
Other,42,500.0
Female,51,18937.1
Female,55,5857.0
Female,27,6043.39
Male,48,9982.46
Other,30,500.0
Female,43,4325.31
Other,39,7557.12
Female,52,2903.24
Female,35,6243.78
Female,39,12199.91
Male,48,4408.03
Female,18,500.0
Male,22,9338.43
Other,45,8871.28
Female,33,12091.78
Female,19,500.0
Other,28,4080.11
Female,33,4509.8
Female,50,13189.63
Female,43,500.0
Other,40,4289.75
Male,52,4435.98
Female,42,2180.78
Male,40,7858.62
Female,38,13620.53
Female,42,7234.37
Male,34,8080.3
Male,45,4620.88
Male,42,5805.7
Male,64,9242.07
Male,50,16693.06
Female,45,10538.56
Male,37,1311.24
Female,34,500.0
Male,51,10673.15
Male,41,2304.3
Other,48,8201.63
Male,47,500.0
Male,43,4830.5
Male,26,4076.2
Female,28,9919.87
Other,51,6603.2
Female,56,14962.97
Male,37,7793.14
Female,22,5448.75
Female,57,7987.57
Male,61,1724.66
Female,36,15280.78
Female,48,7290.53
Male,70,13279.1
Female,57,3768.65
Female,22,2415.89
Male,18,5585.26
Female,34,500.0
Male,18,7544.38
Female,50,11033.72
Other,61,15359.89
Male,35,1999.78
Male,39,2356.07
Female,57,500.0
Female,24,10623.72
Female,19,5460.15
Male,49,13158.27
Male,34,3557.62
Male,43,19938.39
Female,56,23435.12
Female,40,500.0
Male,54,8064.44
Female,18,1602.61
Male,42,500.0
Female,27,500.0
Male,66,12906.85
Male,35,500.0
Female,48,6239.91
Female,40,8003.04
Male,40,11107.09
Female,33,1674.43
Male,46,4875.52
Male,43,11031.97
Male,56,10388.21
Female,31,500.0
Male,43,7225.99
Female,31,16062.32
Other,34,6272.69
Female,36,10697.53
Male,33,8543.29
Other,28,4297.02
Female,28,500.0
Female,52,6398.33
Female,46,7307.97
Male,40,500.0
Female,36,2381.96
Male,42,3948.8
Female,59,7068.27
Male,24,3604.78
Male,41,6640.8
Female,32,501.08
Other,27,500.0
Other,35,500.0
Other,32,11715.62
Female,41,3890.17
Female,35,4607.71
Male,33,4159.82
Female,24,7878.13
Female,48,9671.7
Male,56,1168.2
Male,53,16482.38
Female,41,500.0
Female,28,500.0
Female,39,13643.61
Female,35,21780.8
Female,28,6965.89
Female,53,14617.86
Male,35,500.0
Female,27,1518.29
Female,48,7476.86
Male,42,7171.62
Female,45,12294.85
Male,55,9308.2
Male,28,1120.06
Female,32,12945.45
Male,35,16997.18
Female,47,500.0
Female,41,8577.17
Male,26,15432.55
Male,35,10951.19
Female,28,500.0
Female,62,12700.22
Male,43,6263.08
Male,34,3871.31
Female,31,500.0
Female,18,3008.39
Female,29,8344.65
Female,25,3406.41
Male,63,4200.36
Female,43,500.0
Other,38,5823.29
Female,18,16762.12
Male,43,6304.2
Female,42,500.0
Male,47,10623.15
Male,30,500.0
Male,32,17470.07
Female,18,9239.95
Female,51,500.0
Male,51,10598.35
Female,31,2633.34
Female,18,500.0
Female,57,18869.48
Male,18,3198.58
Female,40,13137.96
Female,49,7156.02
Female,26,11905.39
Male,57,12365.31
Male,20,500.0
Female,18,4671.15
Female,46,15582.48
Female,37,6176.57
Female,50,15262.04
Male,48,3453.82
Male,35,9437.98
Other,47,8092.62
Female,49,16561.6
Female,45,6992.36
Female,44,5548.76
Male,42,7676.73
Male,18,8969.42
Male,40,10275.91
Female,30,5457.41
Female,55,10365.41
Female,31,3083.04
Male,49,11905.6
Male,33,1947.63
Female,36,11341.3
Female,44,11555.57
Female,45,4180.79
Female,34,500.0
Female,34,6450.63
Male,45,14379.86
Male,18,12766.85
Female,26,10849.31
Male,35,500.0
Female,75,8542.99
Other,41,500.0
Female,49,12592.59
Female,33,13823.87
Male,32,500.0
Male,18,500.0
Female,44,15757.47
Male,60,8842.21
Male,40,4622.57
Other,56,9165.72
Other,41,9707.44
Male,24,500.0
Male,45,17684.54
Other,23,500.0
Male,36,7376.74
Female,45,7424.72
Female,45,6791.45
Male,39,2592.85
Female,18,7428.21
Male,46,11749.97
Female,24,500.0
Female,35,4132.89
Male,49,5467.94
Male,47,15101.24
Male,34,500.0
Male,39,11173.9
Female,50,500.0
Male,18,500.0
Male,43,2598.92
Male,56,6034.98
Male,47,13858.52
Male,65,500.0
Female,26,500.0
Male,19,744.52
Female,49,10217.48
Male,52,12018.49
Male,33,5260.09
Other,40,8107.63
Female,49,9982.7
Female,18,2250.22
Male,27,8678.88
Female,35,1623.27
Female,20,603.18
Female,60,5027.66
Female,23,5636.75
Male,28,500.0
Female,61,8971.36
Female,54,5164.13
Male,49,3275.3
Male,57,1887.37
Male,53,4240.83
Male,40,15087.53
Male,44,11630.69
Male,59,500.0
Female,27,7315.04
Female,49,14890.0
Male,25,7047.63
Other,33,8890.55
Female,48,8805.81
Female,44,2471.61
Male,29,5212.11
Female,26,10534.11
Male,57,12459.98
Male,44,12195.74
Male,33,10492.42
Female,65,16410.29
Female,34,9616.34
Male,29,6246.71
Male,43,16621.04
Male,38,8117.32
Female,35,11493.67
Male,25,3589.63
Female,47,5391.58
Male,41,2519.01
Female,38,500.0
Male,33,3309.63
Male,52,5745.46
Female,43,8155.3
Female,45,12838.69
Female,42,4690.99
Female,25,7482.75
Male,47,15033.14
Female,29,2752.98
Other,48,6587.09
Female,38,10945.98
Male,22,2592.85
Other,52,8314.3
Female,43,15225.2
Male,36,8731.26
Female,39,5890.47
Female,46,11438.28
Male,18,500.0
Male,44,500.0
Female,41,9889.41
Male,50,8801.17
Female,35,9236.33
Female,37,7692.14
Male,56,10565.29
Male,41,15573.7
Male,33,6533.68
Female,35,13924.21
Female,38,18835.72
Male,54,3088.9
Male,29,9630.13
Female,68,10776.04
Male,44,4403.16
Female,30,500.0
Female,18,500.0
Male,42,9024.66
Male,43,6495.18
Male,34,1665.15
Other,55,4551.35
Female,36,500.0
Other,62,10871.03
Female,35,11427.15
Female,20,5826.55
Female,38,6452.96
Female,60,14379.82
Female,40,10579.27
Female,41,7945.62
Other,53,14125.91
Female,40,10867.25
Female,52,10720.84
Male,48,5671.77
Female,43,11139.54
Other,21,500.0
Female,47,7671.33
Male,37,14955.62
Female,46,12329.91
Other,55,4305.95
Male,44,9304.79
Female,25,14371.89
Male,50,5051.79
Male,54,11011.31
Female,59,3272.33
Female,45,8847.73
Female,49,500.0
Male,45,12424.05
Female,60,2724.14
Female,38,12464.32
Female,42,957.84
Male,29,500.0
Male,55,500.0
Male,35,4405.7
Female,53,11031.11
Male,43,6278.1
Male,39,3532.03
Male,31,10512.31
Male,49,500.0
Female,50,4469.4
Female,42,500.0
Female,54,18286.12
Female,26,8889.56
Male,18,2577.56
Other,45,1169.11
Female,27,6177.52
Female,59,12642.49
Male,25,3570.02
Male,52,1851.16
Male,28,2068.6
Male,47,8241.74
Female,36,4288.86
Male,57,13571.83
Male,21,500.0
Male,31,520.22
Female,29,4434.68
Female,36,6901.74
Other,36,500.0
Female,35,701.2
Male,39,9128.97
Female,37,4206.53
Other,51,13866.1
Female,18,4173.21
Male,49,8421.64
Male,41,1193.42
Male,60,7716.51
Female,32,10269.4
Male,28,8431.32
Female,48,8578.37
Female,41,13061.53
Other,53,7208.33
Male,40,7558.21
Female,22,3455.3
Female,38,500.0
Male,26,1818.65
Male,46,7300.23
Male,37,16018.63
Other,42,8188.3
Other,18,9320.12
Female,39,10439.31
Female,44,10089.02
Female,41,13591.73
Female,18,7768.32
Female,53,8545.49
Other,45,14493.37
Other,53,4668.26
Female,39,5253.44
Other,34,5645.19
Male,53,14674.78
Other,37,500.0
Male,26,1660.86
Female,47,1174.51
Male,44,9076.94
Female,61,16714.56
Male,37,5635.97
Female,53,5650.0
Male,43,6046.82
Female,55,3884.43
Male,45,9136.27
Female,40,12792.44
Female,57,9592.8
Female,31,500.0
Male,51,5197.65
Male,45,9191.62
Male,25,5221.4
Male,32,9316.87
Male,42,6645.28
Male,45,6639.74
Female,23,9161.99
Male,42,500.0
Male,61,11416.65
Male,48,9083.85
Female,21,500.0
Male,23,8301.42
Female,42,8098.83
Female,32,4219.06
Female,59,8222.78
Male,44,6394.01
Female,54,10543.9
Male,39,500.0
Female,45,11942.93
Male,29,9567.01
Male,45,15335.72
Female,44,18038.15
Female,47,6211.4
Female,19,500.0
Other,47,2638.73
Female,47,9387.81
Female,33,500.0
Female,33,500.0
Female,43,4269.98
Female,19,10109.71
Male,60,10542.72
Male,48,1954.49
Female,30,1896.24
Other,33,593.63
Male,31,9442.33
Male,46,5371.07
Female,31,5275.89
Female,34,6394.81
Female,38,22905.1
Female,31,500.0
Other,35,8163.03
Female,18,8690.42
Male,51,4317.59
Female,20,500.0
Male,25,500.0
Male,31,500.0
Female,41,12662.67
Female,40,500.0
Female,60,5268.99
Female,32,10037.18
Female,35,1833.56
Female,24,500.0
Male,31,2517.6
Other,18,6581.52
Male,41,7463.02
Male,34,3664.69
Female,45,18024.13
Female,42,13252.55
Other,30,4834.85
Male,41,6715.51
Male,41,500.0
Female,63,3335.15
Female,21,5133.52
Male,39,500.0
Female,45,500.0
Male,47,5602.65
Male,35,4633.63
Female,63,13010.96
Female,30,2130.42
Male,37,15502.07
Female,24,1651.64
Female,39,10389.51
Female,40,3758.03
Female,24,4334.97
Female,39,2793.42
Male,43,7847.16
Female,49,9296.21
Male,64,15817.05
Male,40,9012.16
Female,44,9567.62
Female,55,13101.51
Male,18,12528.34
Male,60,6122.93
Female,50,500.0
Female,20,4651.1
Male,25,9872.3
Female,36,2622.51
Female,60,14998.73
Female,37,6999.29
Male,34,9951.98
Male,60,9116.6
Female,49,7439.98
Female,23,500.0
Female,45,8995.31
Female,43,8368.88
Female,29,4957.77
Other,33,5385.02
Other,36,8362.22
Other,45,8044.22
Female,48,12592.46
Female,31,500.0
Male,36,866.49
Female,40,1631.59
Female,18,11253.09
Female,33,5870.63
Male,43,6628.14
Other,54,12521.24
Male,25,2225.06
Male,49,500.0
Male,38,7325.72
Female,54,9814.0
Male,30,7257.74
Female,44,884.27
Male,49,4471.92
Male,40,9178.79
Male,40,6753.64
Female,39,10615.64
Female,56,5293.2
Female,37,16984.04
Male,25,5894.27
Female,35,500.0
Female,38,6646.76
Male,71,6140.71
Other,38,4840.92
Female,53,11384.62
Female,42,14929.78
Female,24,500.0
Female,42,5361.44
Male,44,8343.9
Male,26,8475.06
Female,35,500.0
Female,49,15956.77
Male,33,3396.4
Female,34,4904.74
Female,43,6236.55
Female,47,3431.6
Male,52,3909.3
Female,37,500.0
Female,30,10541.79
Male,36,500.0
Male,18,4454.07
Female,45,7542.05
Male,38,5280.9
Female,49,11092.27
Female,40,10174.94
Male,55,12316.04
Male,32,2857.84
Female,51,13284.28
Male,36,6670.23
Female,39,7966.47
Female,18,2537.37
Male,38,8675.07
Other,46,1926.49
Female,45,6260.3
Male,75,19339.83
Male,41,3560.63
Female,27,500.0
Male,50,12490.7
Female,33,13799.94
Female,42,10000.58
Male,44,9877.85
Male,31,500.0
Male,27,1853.27
Male,38,2675.82
Other,33,5285.79
Male,55,8708.99
Female,60,6607.73
Male,35,4935.5
Male,43,12000.08
Female,42,12054.79
Female,49,9693.73
Female,30,14218.38
Female,57,14584.0
Female,33,2508.81
Male,54,11884.87
Male,43,10020.94
Male,36,3227.27
Female,42,4857.63
Other,35,7971.1
Female,44,11066.13
Male,49,846.47
Other,46,10190.98
Male,26,500.0
Female,47,12883.47
Male,53,5160.34
Male,34,7121.55
Male,49,11471.54
Female,33,9929.24
Male,28,14976.82
Male,24,8183.02
Female,41,3251.84
Male,43,5427.83
Female,41,2171.86
Male,43,500.0
Other,40,11298.2
Female,31,12611.07
Female,38,7007.75
Female,53,2136.99
Male,50,6004.24
Female,48,10147.44
Male,20,5298.85
Female,36,5478.3
Male,48,500.0
Male,33,6763.06
Male,25,500.0
Female,37,9814.46
Other,51,6257.46
Female,61,15319.34
Female,44,15635.62
Female,44,11501.94
Male,50,3916.57
Female,42,8338.24
Female,53,15191.35
Female,29,3252.63
Female,42,710.81
Male,41,4289.62
Female,42,500.0
Male,36,7507.5
Female,53,12849.49
Female,34,10566.03
Female,45,17307.22
Male,32,9412.78
Male,39,8271.88
Female,24,11959.4
Other,53,3843.84
Female,32,500.0
Male,48,4244.01
Male,40,8434.9
Female,47,11906.01
Male,29,4957.19
Male,35,5819.08
Male,32,500.0
Male,18,2660.84
Female,70,5211.72
Other,58,6856.0
Female,41,12930.53
Female,35,12052.46
Female,46,7654.22
Other,34,6891.75
Male,65,18717.31
Male,37,4941.75
Female,36,3996.1
Other,45,11557.28
Male,39,8721.04
Female,26,4195.88
Female,50,11510.65
Male,34,4254.68
Male,27,5359.56
Male,31,6742.35
Female,48,9810.79
Male,23,500.0
Male,47,733.36
Male,53,10023.57
Male,59,19488.0
Female,40,4235.78
Other,25,8152.93
Male,44,6216.63
Male,48,9445.08
Female,24,14390.23
Male,47,3936.51
Male,32,5481.03
Female,52,10970.24
Male,42,8908.71
Male,61,5160.47
Other,56,5989.87
Male,33,500.0
Male,46,7125.76
Female,47,5705.09
Male,41,7165.76
Female,41,5820.35
Male,28,3160.96
Male,25,4532.84
Male,39,12697.05
Female,28,12043.16
Female,18,2873.53
Male,51,8802.52
Female,47,10374.45
Female,50,13219.9
Female,39,12407.46
Male,30,9530.26
Female,23,11781.45
Male,45,12178.57
Female,42,9378.52
Female,42,1970.29
Female,40,3007.06
Female,68,7143.22
Male,46,500.0
Male,25,9854.43
Female,42,12434.1
Female,18,13358.31
Male,31,6018.03
Female,18,8945.59
Female,44,4209.46
Male,32,10283.04
Female,40,1856.77
Female,37,11947.4
Male,30,6334.33
Male,22,500.0
Female,25,9438.27
Female,60,8057.36
Male,48,15548.42
Male,41,5708.57
Male,35,500.0
Other,42,4194.89
Female,49,14654.17
Female,40,4770.73
Male,25,5210.17
Male,47,18352.57
Female,18,500.0
Male,43,10327.36
Female,41,500.0
Female,36,10593.91
Female,42,3526.74
Other,40,16088.97
Female,37,1558.75
Female,44,20049.91
Male,42,4838.4
Male,36,500.0
Other,48,10013.88
Male,31,9648.15
Male,51,12416.6
Male,31,16701.15
Male,50,6499.21
Female,53,17485.3
Other,41,4007.37
Male,48,8827.74
Male,35,500.0
Male,48,3984.12
Male,61,13919.7
Female,48,18908.17
Male,54,15442.29
Male,32,3981.75
Male,36,9664.31
Male,53,7378.76
Male,36,3868.37
Male,53,13388.63
Female,51,8162.38
Female,28,8360.0
Female,56,500.0
Male,38,500.0
Other,49,10057.55
Male,29,10237.86
Female,58,11477.61
Female,44,10900.77
Female,58,12247.58
Female,54,13237.03
Male,42,12052.9
Male,55,8667.01
Female,38,500.0
Female,57,13906.07
Female,25,5038.81
Male,50,20006.36
Female,30,10508.69
Female,25,8983.7
Male,31,6167.16
Male,31,5473.11
Male,47,1930.59
Female,56,500.0
Female,48,11434.99
Female,39,2059.69
Male,46,8955.22
Female,38,10274.12
Female,46,2578.64
Female,26,5638.46
Female,39,10058.66
Male,39,2519.02
Male,35,3800.54
Female,24,3295.36
Male,38,10699.77
Male,49,10885.89
Male,35,6872.23
Female,27,8005.68
Male,45,10869.65
Male,43,6444.54
Male,67,17810.08
Male,32,5076.13
Male,51,4968.4
Female,46,500.0
Female,41,7607.88
Male,54,19910.06
Female,51,10950.25
Male,37,13468.92
Female,43,10561.24
Female,30,12575.34
Female,18,2137.44
Male,62,11899.13
Female,40,2103.69
Male,38,992.02
Male,46,9811.18
Female,50,10652.37
Female,40,12109.44
Male,51,2642.74
Female,57,3713.48
Male,43,6009.6
Female,44,500.0
Female,38,5152.59
Female,33,8383.56
Other,57,5985.11
Female,37,4649.45
Male,18,4907.09
Other,60,2320.82
Female,35,2890.06
Male,45,6548.53
Male,42,7380.63
Female,40,11472.34
Male,48,500.0
Male,49,5762.91
Male,40,6114.79
Female,33,3067.47
Male,59,8916.69
Male,51,500.0
Male,47,5192.11
Female,75,18194.51
Female,38,9969.4
Female,60,13270.34
Male,56,12293.43
Male,58,12546.45
Female,39,4561.43
Female,21,6954.93
Male,22,500.0
Male,54,12710.95
Male,51,7022.3
Other,44,1848.35
Male,39,4154.09
Male,54,7451.72
Female,30,500.0
Female,42,15425.49
Male,42,5104.23
Female,41,2411.62
Other,24,6370.29
Female,57,18372.04
Female,38,18406.88
Other,33,500.0
Male,63,13781.06
Female,44,9076.11
Male,34,11094.35
Male,18,12944.88
Female,47,4565.64
Other,25,500.0
Other,47,1342.24
Male,25,2743.34
Male,56,6932.85
Male,36,2588.59
Male,38,7415.17
Female,40,16319.24
Other,29,3038.51
Other,18,2954.61
Other,57,15058.44
Female,27,500.0
Other,33,4407.98
Female,24,1036.87
Male,39,4149.88
